Position;Track Name;Artist;Streams;Date;Genre
72;Body;Megan Thee Stallion;1068610;02.01.21;['trap queen', 'houston rap', 'pop rap', 'pop']
73;Memories;Maroon 5;1064123;02.01.21;['pop', 'pop rock']
74;pov;Ariana Grande;1063486;02.01.21;['pop', 'post-teen pop', 'dance pop']
75;Wishing Well;Juice WRLD;1063474;02.01.21;['melodic rap', 'chicago rap']
76;Lucid Dreams;Juice WRLD;1060485;02.01.21;['melodic rap', 'chicago rap']
77;lovely (with Khalid);Billie Eilish;1059192;02.01.21;['pop', 'electropop']
78;Adore You;Harry Styles;1051529;02.01.21;['pop', 'post-teen pop']
79;Jeans;Justin Quiles;1031931;02.01.21;['trap latino', 'reggaeton', 'latin']
80;Dreams - 2004 Remaster;Fleetwood Mac;1023831;02.01.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
81;Ay, DiOs Mío!;KAROL G;1022063;02.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
82;Señorita;Shawn Mendes;1010099;02.01.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
83;Rain On Me (with Ariana Grande);Lady Gaga;1007016;02.01.21;['pop', 'post-teen pop', 'dance pop']
84;Nathy Peluso: Bzrp Music Sessions, Vol. 36;Bizarrap;998369;02.01.21;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
85;Tusa;KAROL G;994030;02.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
86;Parce (feat. Justin Quiles);Maluma;990061;02.01.21;['reggaeton colombiano', 'reggaeton', 'latin']
87;Train Wreck;James Arthur;986889;02.01.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
88;bad guy;Billie Eilish;984889;02.01.21;['pop', 'electropop']
89;Head Shoulders Knees & Toes (feat. Norma Jean Martine);Ofenbach;975845;02.01.21;['tropical house', 'pop dance', 'new french touch', 'edm']
90;goosebumps;Travis Scott;958524;02.01.21;['slap house', 'rap']
91;Reminds Me Of You;Juice WRLD;950220;02.01.21;['melodic rap', 'chicago rap']
92;Come & Go (with Marshmello);Juice WRLD;945037;02.01.21;['melodic rap', 'chicago rap']
93;Hello (feat. A Boogie Wit da Hoodie);Pop Smoke;938541;02.01.21;['brooklyn drill']
94;Tattoo - Remix with Camilo;Rauw Alejandro;926327;02.01.21;['puerto rican pop', 'trap latino']
95;Angst;Apache 207;925382;02.01.21;['german hip hop']
96;Hawái - Remix;Maluma;920434;02.01.21;['reggaeton colombiano', 'reggaeton', 'latin']
97;Sofia;Clairo;919994;02.01.21;['bedroom pop', 'indie pop', 'pop']
98;Robbery;Juice WRLD;919331;02.01.21;['melodic rap', 'chicago rap']
99;Life Is Good (feat. Drake);Future;919011;02.01.21;['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']
100;Recairei - Ao Vivo;Os Barões Da Pisadinha;915332;02.01.21;['piseiro', 'forro']
101;Midnight Sky;Miley Cyrus;914690;02.01.21;['pop', 'post-teen pop', 'dance pop']
102;Falling;Trevor Daniel;909470;02.01.21;['melodic rap', 'pop rap', 'alternative r&b']
103;At My Worst;Pink Sweat$;898295;02.01.21;['bedroom soul', 'pop']
104;Shallow;Lady Gaga;893318;02.01.21;['pop', 'post-teen pop', 'dance pop']
105;Stuck with U (with Justin Bieber);Ariana Grande;891840;02.01.21;['pop', 'post-teen pop', 'dance pop']
106;Polvo;Nicky Jam;886684;02.01.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
107;Despeinada;Ozuna;885062;02.01.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
108;Break My Heart;Dua Lipa;880987;02.01.21;['uk pop', 'pop', 'dance pop']
109;Daisy;Ashnikko;879301;02.01.21;['escape room', 'alt z', 'electropop', 'pop']
110;HIGHEST IN THE ROOM;Travis Scott;864116;02.01.21;['slap house', 'rap']
111;Believer;Imagine Dragons;863788;02.01.21;['modern rock', 'pop', 'rock']
112;Daddy Issues;The Neighbourhood;861807;02.01.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
113;Mood Swings (feat. Lil Tjay);Pop Smoke;858107;02.01.21;['brooklyn drill']
114;champagne problems;Taylor Swift;855099;02.01.21;['pop', 'post-teen pop']
115;Godzilla (feat. Juice WRLD);Eminem;854858;02.01.21;['detroit hip hop', 'rap', 'hip hop']
116;Heat Waves;Glass Animals;849718;02.01.21;['gauze pop', 'shiver pop', 'indietronica']
117;Love Not War (The Tampa Beat);Jason Derulo;842784;02.01.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
118;If the World Was Ending - feat. Julia Michaels;JP Saxe;840513;02.01.21;['indie cafe pop', 'pop', 'canadian contemporary r&b', 'alt z', 'post-teen pop']
119;my ex's best friend (with blackbear);Machine Gun Kelly;839298;02.01.21;['ohio hip hop', 'pop rap']
120;Jocelyn Flores;XXXTENTACION;839064;02.01.21;['miami hip hop', 'emo rap']
121;All Girls Are The Same;Juice WRLD;835058;02.01.21;['melodic rap', 'chicago rap']
122;Intentions (feat. Quavo);Justin Bieber;828923;02.01.21;['canadian pop', 'post-teen pop', 'pop']
123;Ride It;Regard;823872;02.01.21;['slap house', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
124;Bohemian Rhapsody - Remastered 2011;Queen;823046;02.01.21;['glam rock', 'classic rock', 'rock']
125;Say You Won't Let Go;James Arthur;822827;02.01.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
126;Falling;Harry Styles;820943;02.01.21;['pop', 'post-teen pop']
127;Say So;Doja Cat;820693;02.01.21;['pop', 'dance pop']
128;Way Out (feat. Big Sean);Jack Harlow;820025;02.01.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
129;Si Me Tomo Una Cerveza;Migrantes;812236;02.01.21;['cumbia pop']
130;All We Got (feat. KIDDO);Robin Schulz;811104;02.01.21;['german dance', 'tropical house', 'deep euro house', 'pop dance', 'deep house', 'edm', 'pop', 'dance pop']
131;Perfect;Ed Sheeran;806511;02.01.21;['uk pop', 'pop']
132;Tyler Herro;Jack Harlow;804815;02.01.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
133;How You Like That;BLACKPINK;804593;02.01.21;['k-pop girl group', 'k-pop']
134;Dior;Pop Smoke;804470;02.01.21;['brooklyn drill']
135;Toosie Slide;Drake;799423;02.01.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
136;POPSTAR (feat. Drake);DJ Khaled;795460;02.01.21;['pop rap', 'rap', 'miami hip hop', 'southern hip hop', 'trap', 'hip hop']
137;7 rings;Ariana Grande;794005;02.01.21;['pop', 'post-teen pop', 'dance pop']
138;ily (i love you baby) (feat. Emilee);Surf Mesa;793270;02.01.21;['tropical house']
139;ROXANNE;Arizona Zervas;787654;02.01.21;['rhode island rap', 'pop rap']
140;Shape of You;Ed Sheeran;786724;02.01.21;['uk pop', 'pop']
141;Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track;Jack Harlow;777275;02.01.21;['kentucky hip hop', 'rap', 'deep underground hip hop', 'pop rap']
142;Hayloft;Mother Mother;775820;02.01.21;['vancouver indie', 'indie pop']
143;La Jeepeta - Remix;Nio Garcia;772088;02.01.21;['trap latino', 'reggaeton', 'latin']
144;Why'd You Only Call Me When You're High?;Arctic Monkeys;768827;02.01.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
145;MODO TURBO;Luísa Sonza;766038;02.01.21;['pop nacional', 'funk carioca']
146;Meia Noite (Você tem meu Whatsapp);Tarcísio do Acordeon;766024;02.01.21;['forro', 'sertanejo pop', 'batidao romantico', 'funk carioca', 'piseiro', 'sertanejo', 'sertanejo universitario']
147;Deep End;Fousheé;765527;02.01.21;['indie r&b']
148;everything i wanted;Billie Eilish;758946;02.01.21;['pop', 'electropop']
149;Mi Cuarto;Jerry Di;757747;02.01.21;['pop venezolano', 'trap latino', 'cubaton', 'dominican pop', 'reggaeton', 'reggaeton flow']
150;Tú Me Dejaste De Querer;C. Tangana;749601;02.01.21;['urbano espanol']
151;7;Ufo361;745549;02.01.21;['german cloud rap', 'german hip hop']
152;SICKO MODE;Travis Scott;740791;02.01.21;['slap house', 'rap']
153;SAD!;XXXTENTACION;734806;02.01.21;['miami hip hop', 'emo rap']
154;Kings & Queens;Ava Max;729361;02.01.21;['pop', 'dance pop', 'post-teen pop']
155;I Don't Care (with Justin Bieber);Ed Sheeran;729113;02.01.21;['uk pop', 'pop']
156;Amor ou o Litrão;Petter Ferraz;728586;02.01.21;['forro', 'piseiro', 'forro de favela', 'funk carioca', 'sertanejo pop']
157;Do I Wanna Know?;Arctic Monkeys;723321;02.01.21;['sheffield indie', 'garage rock', 'permanent wave', 'modern rock', 'rock']
158;Caramelo;Ozuna;719244;02.01.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
159;Basta Você Me Ligar - Ao Vivo;Os Barões Da Pisadinha;718138;02.01.21;['piseiro', 'forro']
160;Go Crazy;Chris Brown;715976;02.01.21;['pop rap', 'dance pop', 'pop', 'r&b', 'rap']
161;hot girl bummer;blackbear;714901;02.01.21;['pop rap', 'pop', 'electropop', 'modern rock']
162;Yellow;Coldplay;711031;02.01.21;['permanent wave', 'pop']
163;All of Me;John Legend;697282;02.01.21;['pop soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']
164;La Luz;Sech;689327;02.01.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
165;no body, no crime (feat. HAIM);Taylor Swift;683337;02.01.21;['pop', 'post-teen pop']
166;Sunday Best;Surfaces;682141;02.01.21;['bedroom soul', 'pop']
167;Lovesick Girls;BLACKPINK;679660;02.01.21;['k-pop girl group', 'k-pop']
168;Investe Em Mim;Jonas Esticado;675923;02.01.21;['forro', 'sertanejo pop', 'sertanejo', 'sertanejo universitario']
169;Electric Love;BØRNS;673485;02.01.21;['modern rock', 'modern alternative rock', 'pop', 'electropop']
170;De Cora <3;Rauw Alejandro;673341;02.01.21;['puerto rican pop', 'trap latino']
171;rockstar (feat. 21 Savage);Post Malone;671762;02.01.21;['dfw rap', 'melodic rap', 'rap']
172;Star Shopping;Lil Peep;671119;02.01.21;['lgbtq+ hip hop', 'emo rap']
173;Maniac;Conan Gray;665068;02.01.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
174;Tequila Shots;Kid Cudi;664861;02.01.21;['ohio hip hop', 'rap', 'hip hop', 'pop rap']
175;Ice Cream (with Selena Gomez);BLACKPINK;664816;02.01.21;['k-pop girl group', 'k-pop']
176;Lance Individual;Jorge & Mateus;664078;02.01.21;['sertanejo universitario']
177;Don't Stop Me Now - Remastered 2011;Queen;659937;02.01.21;['glam rock', 'classic rock', 'rock']
178;HACIENDO QUE ME AMAS;Bad Bunny;655152;02.01.21;['trap latino', 'reggaeton', 'latin']
179;Someone To You;BANNERS;653985;02.01.21;['indie cafe pop', 'pop rock', 'modern rock', 'pop', 'indie poptimism']
180;In Your Eyes;The Weeknd;653572;02.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
181;The Woo (feat. 50 Cent & Roddy Ricch);Pop Smoke;651082;02.01.21;['brooklyn drill']
182;Every Breath You Take;The Police;648332;02.01.21;['permanent wave', 'rock', 'classic rock', 'soft rock', 'album rock', 'mellow gold', 'art rock', 'new wave']
183;Ponte Pa' Mi;Justin Quiles;647283;02.01.21;['trap latino', 'reggaeton', 'latin']
184;Diamonds;Sam Smith;644028;02.01.21;['pop', 'uk pop', 'post-teen pop', 'dance pop']
185;Alô Ambev (Segue Sua Vida) - Ao Vivo;Zé Neto & Cristiano;643208;02.01.21;"['Sorry', ""that one doesn't seem to be on any of these maps yet.""]"
186;Happier;Marshmello;642764;02.01.21;['brostep', 'pop', 'progressive electro house', 'pop dance', 'edm']
187;Something Just Like This;The Chainsmokers;641755;02.01.21;['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']
188;Fever;Dua Lipa;641535;02.01.21;['uk pop', 'pop', 'dance pop']
189;The Less I Know The Better;Tame Impala;640794;02.01.21;['australian psych', 'neo-psychedelic']
190;Smells Like Teen Spirit;Nirvana;640494;02.01.21;['grunge', 'permanent wave', 'alternative rock', 'rock']
191;Take Me To Church;Hozier;638517;02.01.21;['irish singer-songwriter', 'pop', 'modern rock']
192;when the party's over;Billie Eilish;635288;02.01.21;['pop', 'electropop']
193;Be Alright;Dean Lewis;633828;02.01.21;['indie cafe pop', 'pop', 'australian pop', 'pop rock', 'post-teen pop']
194;Wake Me Up;Avicii;633161;02.01.21;['edm', 'pop dance', 'pop', 'dance pop']
195;Without Me;Halsey;632929;02.01.21;['pop', 'etherpop', 'post-teen pop', 'electropop', 'dance pop', 'indie poptimism']
196;THE SCOTTS;THE SCOTTS;630424;02.01.21;['pop rap']
197;Everybody Dies In Their Nightmares;XXXTENTACION;630153;02.01.21;['miami hip hop', 'emo rap']
198;Dancing in My Room;347aidan;628397;02.01.21;['sad rap']
199;Moonlight;XXXTENTACION;628055;02.01.21;['miami hip hop', 'emo rap']
200;Party Girl;StaySolidRocky;622051;02.01.21;['melodic rap']
1;DÁKITI;Bad Bunny;4231750;03.01.21;['trap latino', 'reggaeton', 'latin']
2;Mood (feat. iann dior);24kGoldn;3155325;03.01.21;['cali rap']
3;Blinding Lights;The Weeknd;2991466;03.01.21;['canadian pop', 'canadian contemporary r&b', 'pop']
4;positions;Ariana Grande;2897277;03.01.21;['pop', 'post-teen pop', 'dance pop']
5;BICHOTA;KAROL G;2865720;03.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
6;Anyone;Justin Bieber;2771319;03.01.21;['canadian pop', 'post-teen pop', 'pop']
7;34+35;Ariana Grande;2630130;03.01.21;['pop', 'post-teen pop', 'dance pop']
8;Lemonade (feat. Gunna, Don Toliver & NAV);Internet Money;2442006;03.01.21;['trap', 'rap', 'pop rap']
9;Dynamite;BTS;2394081;03.01.21;['k-pop boy group', 'k-pop']
10;LA NOCHE DE ANOCHE;Bad Bunny;2309010;03.01.21;['trap latino', 'reggaeton', 'latin']
11;Whoopty;CJ;2241820;03.01.21;['nyc rap']
12;WITHOUT YOU;The Kid LAROI;2235170;03.01.21;['australian hip hop']
13;Therefore I Am;Billie Eilish;2151753;03.01.21;['pop', 'electropop']
14;Levitating (feat. DaBaby);Dua Lipa;2040863;03.01.21;['uk pop', 'pop', 'dance pop']
15;What You Know Bout Love;Pop Smoke;2014781;03.01.21;['brooklyn drill']
16;Monster (Shawn Mendes & Justin Bieber);Shawn Mendes;1929914;03.01.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
17;Afterglow;Ed Sheeran;1876413;03.01.21;['uk pop', 'pop']
18;Watermelon Sugar;Harry Styles;1866894;03.01.21;['pop', 'post-teen pop']
19;HOLIDAY;Lil Nas X;1836869;03.01.21;['lgbtq+ hip hop', 'pop rap']
20;you broke me first;Tate McRae;1828608;03.01.21;['pop', 'alt z', 'post-teen pop', 'electropop', 'dance pop']
21;willow;Taylor Swift;1795588;03.01.21;['pop', 'post-teen pop']
22;Hawái;Maluma;1788899;03.01.21;['reggaeton colombiano', 'reggaeton', 'latin']
23;Lonely (with benny blanco);Justin Bieber;1735504;03.01.21;['canadian pop', 'post-teen pop', 'pop']
24;WAP (feat. Megan Thee Stallion);Cardi B;1716938;03.01.21;['pop rap', 'pop', 'rap', 'dance pop']
25;Head & Heart (feat. MNEK);Joel Corry;1665004;03.01.21;['uk dance', 'pop dance', 'tropical house', 'dance pop', 'edm']
26;Snowman;Sia;1655201;03.01.21;['pop', 'australian dance', 'australian pop', 'dance pop']
27;Hecha Pa' Mi;Boza;1648014;03.01.21;['reggaeton']
28;ROCKSTAR (feat. Roddy Ricch);DaBaby;1629483;03.01.21;['north carolina hip hop', 'rap']
29;Someone You Loved;Lewis Capaldi;1616320;03.01.21;['uk pop', 'pop']
30;Dance Monkey;Tones And I;1593687;03.01.21;['australian pop', 'pop']
31;Prisoner (feat. Dua Lipa);Miley Cyrus;1566940;03.01.21;['pop', 'post-teen pop', 'dance pop']
32;Reloj;Rauw Alejandro;1565901;03.01.21;['puerto rican pop', 'trap latino']
33;Roses - Imanbek Remix;SAINt JHN;1540479;03.01.21;['melodic rap', 'slap house', 'rap', 'pop rap']
34;For The Night (feat. Lil Baby & DaBaby);Pop Smoke;1535745;03.01.21;['brooklyn drill']
35;La Nota;Manuel Turizo;1497372;03.01.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'trap latino', 'latin']
36;Bandido;Myke Towers;1491101;03.01.21;['trap latino']
37;The Business;Tiësto;1489252;03.01.21;['slap house', 'dutch edm', 'brostep', 'big room', 'pop dance', 'edm', 'tropical house', 'trance', 'house', 'dance pop']
38;Don't Start Now;Dua Lipa;1484259;03.01.21;['uk pop', 'pop', 'dance pop']
39;Good Days;SZA;1459312;03.01.21;['pop', 'r&b', 'pop rap']
40;Chica Ideal;Sebastian Yatra;1388307;03.01.21;['reggaeton colombiano', 'colombian pop', 'reggaeton', 'latin']
41;Heather;Conan Gray;1356148;03.01.21;['bedroom pop', 'pop', 'alt z', 'post-teen pop', 'indie pop', 'electropop']
42;Sweater Weather;The Neighbourhood;1350482;03.01.21;['shimmer pop', 'modern rock', 'pop', 'modern alternative rock']
43;Relación - Remix;Sech;1316571;03.01.21;['panamanian pop', 'trap latino', 'reggaeton', 'latin']
44;Before You Go;Lewis Capaldi;1311392;03.01.21;['uk pop', 'pop']
45;BEBÉ;Camilo;1301054;03.01.21;['reggaeton colombiano', 'colombian pop']
46;Goosebumps;HVME;1284023;03.01.21;['slap house']
47;La Tóxica;Farruko;1280503;03.01.21;['reggaeton', 'latin', 'latin hip hop', 'trap latino']
48;Vida de Rico;Camilo;1275683;03.01.21;['reggaeton colombiano', 'colombian pop']
49;TE MUDASTE;Bad Bunny;1230722;03.01.21;['trap latino', 'reggaeton', 'latin']
50;Laugh Now Cry Later (feat. Lil Durk);Drake;1221536;03.01.21;['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']
51;Paradise (feat. Dermot Kennedy);MEDUZA;1219306;03.01.21;['pop house', 'pop dance', 'tropical house', 'edm', 'dance pop']
52;Holy (feat. Chance The Rapper);Justin Bieber;1188239;03.01.21;['canadian pop', 'post-teen pop', 'pop']
53;Savage Love (Laxed - Siren Beat);Jawsh 685;1176826;03.01.21;['nz pop']
54;Wonder;Shawn Mendes;1168549;03.01.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
55;death bed (coffee for your head);Powfu;1157058;03.01.21;['sad rap']
56;Put Your Records On;Ritt Momney;1138993;03.01.21;['bedroom pop']
57;Life Goes On;BTS;1134813;03.01.21;['k-pop boy group', 'k-pop']
58;Circles;Post Malone;1127226;03.01.21;['dfw rap', 'melodic rap', 'rap']
59;Mi Niña;Wisin;1121473;03.01.21;['latin', 'reggaeton', 'latin hip hop', 'trap latino']
60;Una Locura;Ozuna;1106082;03.01.21;['puerto rican pop', 'trap latino', 'reggaeton', 'latin']
61;Take You Dancing;Jason Derulo;1098259;03.01.21;['dance pop', 'pop', 'post-teen pop', 'pop rap']
62;The Box;Roddy Ricch;1092396;03.01.21;['melodic rap', 'rap', 'trap']
63;SO DONE;The Kid LAROI;1079421;03.01.21;['australian hip hop']
64;Blueberry Faygo;Lil Mosey;1064764;03.01.21;['melodic rap', 'rap conscient', 'vapor trap', 'trap', 'rap']
65;La Curiosidad;Jay Wheeler;1063789;03.01.21;['trap latino', 'reggaeton', 'latin']
66;Se Te Nota (with Guaynaa);Lele Pons;1061365;03.01.21;['viral pop', 'latin pop']
67;lovely (with Khalid);Billie Eilish;1060829;03.01.21;['pop', 'electropop']
68;GIRL LIKE ME;Black Eyed Peas;1049752;03.01.21;['dance pop', 'pop rap', 'pop']
69;Sunflower - Spider-Man: Into the Spider-Verse;Post Malone;1048244;03.01.21;['dfw rap', 'melodic rap', 'rap']
70;pov;Ariana Grande;1047384;03.01.21;['pop', 'post-teen pop', 'dance pop']
71;Breaking Me;Topic;1046284;03.01.21;['german dance', 'pop dance', 'tropical house', 'edm', 'dance pop', 'pop edm']
72;Lucid Dreams;Juice WRLD;1045672;03.01.21;['melodic rap', 'chicago rap']
73;UN DIA (ONE DAY) (Feat. Tainy);J Balvin;1045405;03.01.21;['reggaeton colombiano', 'reggaeton', 'trap latino', 'latin']
74;Golden;Harry Styles;1036656;03.01.21;['pop', 'post-teen pop']
75;Wishing Well;Juice WRLD;1036523;03.01.21;['melodic rap', 'chicago rap']
76;Body;Megan Thee Stallion;1027646;03.01.21;['trap queen', 'houston rap', 'pop rap', 'pop']
77;Memories;Maroon 5;1022959;03.01.21;['pop', 'pop rock']
78;Jeans;Justin Quiles;1016384;03.01.21;['trap latino', 'reggaeton', 'latin']
79;Adore You;Harry Styles;1010042;03.01.21;['pop', 'post-teen pop']
80;Train Wreck;James Arthur;1007293;03.01.21;['pop', 'uk pop', 'talent show', 'post-teen pop']
81;Ay, DiOs Mío!;KAROL G;994889;03.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
82;Nathy Peluso: Bzrp Music Sessions, Vol. 36;Bizarrap;975675;03.01.21;['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']
83;Parce (feat. Justin Quiles);Maluma;973184;03.01.21;['reggaeton colombiano', 'reggaeton', 'latin']
84;Dreams - 2004 Remaster;Fleetwood Mac;966539;03.01.21;['yacht rock', 'classic rock', 'mellow gold', 'soft rock', 'album rock', 'rock']
85;Señorita;Shawn Mendes;962132;03.01.21;['pop', 'canadian pop', 'viral pop', 'post-teen pop', 'dance pop']
86;Tusa;KAROL G;949979;03.01.21;['reggaeton colombiano', 'trap latino', 'reggaeton', 'latin']
87;Come & Go (with Marshmello);Juice WRLD;942634;03.01.21;['melodic rap', 'chicago rap']
88;bad guy;Billie Eilish;932210;03.01.21;['pop', 'electropop']
89;Reminds Me Of You;Juice WRLD;931814;03.01.21;['melodic rap', 'chicago rap']
90;goosebumps;Travis Scott;927945;03.01.21;['slap house', 'rap']
91;Sofia;Clairo;919452;03.01.21;['bedroom pop', 'indie pop', 'pop']
92;Hello (feat. A Boogie Wit da Hoodie);Pop Smoke;906533;03.01.21;['brooklyn drill']
